"Fecha","Indice"
"12/21/2009","2,216.40"
"12/22/2009","2,241.09"
"12/23/2009","2,249.35"
"12/28/2009","2,282.58"
"12/29/2009","2,318.39"
"12/30/2009","2,320.73"
"1/4/2010","2,384.49"
"1/5/2010","2,401.75"
"1/6/2010","2,362.46"
"1/7/2010","2,389.45"
"1/8/2010","2,352.76"
"1/11/2010","2,317.74"
"1/12/2010","2,270.49"
"1/13/2010","2,338.07"
"1/14/2010","2,381.04"
"1/15/2010","2,371.11"
"1/18/2010","2,371.86"
"1/19/2010","2,388.31"
"1/20/2010","2,351.54"
"1/21/2010","2,340.20"
"1/22/2010","2,331.60"
"1/25/2010","2,321.20"
"1/26/2010","2,309.25"
"1/27/2010","2,306.21"
"1/28/2010","2,293.81"
"1/29/2010","2,298.55"
"2/1/2010","2,313.81"
"2/2/2010","2,342.82"
"2/3/2010","2,325.79"
"2/4/2010","2,236.96"
"2/5/2010","2,165.15"
"2/8/2010","2,187.83"
"2/9/2010","2,233.74"
"2/10/2010","2,239.37"
"2/11/2010","2,280.96"
"2/12/2010","2,273.41"
"2/15/2010","2,276.83"
"2/16/2010","2,301.09"
"2/17/2010","2,320.67"
"2/18/2010","2,334.44"
"2/19/2010","2,334.99"
"2/22/2010","2,346.73"
"2/23/2010","2,296.63"
"2/24/2010","2,292.22"
"2/25/2010","2,211.70"
"2/26/2010","2,221.38"
"3/1/2010","2,265.14"
"3/2/2010","2,285.72"
"3/3/2010","2,291.32"
"3/4/2010","2,284.26"
"3/5/2010","2,298.74"
"3/8/2010","2,308.41"
"3/9/2010","2,319.14"
"3/10/2010","2,332.22"
"3/11/2010","2,332.17"
"3/12/2010","2,359.97"
"3/15/2010","2,351.35"
"3/16/2010","2,379.02"
"3/17/2010","2,382.38"
"3/18/2010","2,372.87"
"3/19/2010","2,381.10"
"3/22/2010","2,413.67"
"3/23/2010","2,439.33"
"3/25/2010","2,409.94"
"3/26/2010","2,402.45"
"3/29/2010","2,417.72"
"3/30/2010","2,404.77"
"3/31/2010","2,373.71"
"4/5/2010","2,449.53"
"4/6/2010","2,486.72"
"4/7/2010","2,453.74"
"4/8/2010","2,470.81"
"4/9/2010","2,487.76"
"4/12/2010","2,486.01"
"4/13/2010","2,463.84"
"4/14/2010","2,458.52"
"4/15/2010","2,438.23"
"4/16/2010","2,398.94"
"4/19/2010","2,420.18"
"4/20/2010","2,426.84"
"4/21/2010","2,423.31"
"4/22/2010","2,430.47"
"4/23/2010","2,447.03"
"4/26/2010","2,436.93"
"4/27/2010","2,374.52"
"4/28/2010","2,378.05"
"4/29/2010","2,395.24"
"4/30/2010","2,396.27"
"5/3/2010","2,413.03"
"5/4/2010","2,324.45"
"5/5/2010","2,285.49"
"5/6/2010","2,161.73"
"5/7/2010","2,160.20"
"5/10/2010","2,314.94"
"5/11/2010","2,289.63"
"5/12/2010","2,300.50"
"5/13/2010","2,280.50"
"5/14/2010","2,212.87"
"5/17/2010","2,185.92"
"5/18/2010","2,183.23"
"5/19/2010","2,178.40"
"5/20/2010","2,089.58"
"5/21/2010","2,123.62"
"5/26/2010","2,061.07"
"5/27/2010","2,176.20"
"5/28/2010","2,168.57"
"5/31/2010","2,203.60"
"6/1/2010","2,175.19"
"6/2/2010","2,212.39"
"6/3/2010","2,239.09"
"6/4/2010","2,181.21"
"6/7/2010","2,168.99"
"6/8/2010","2,203.52"
"6/9/2010","2,217.54"
"6/10/2010","2,261.78"
"6/11/2010","2,281.23"
"6/14/2010","2,282.51"
"6/15/2010","2,326.09"
"6/16/2010","2,323.12"
"6/17/2010","2,314.54"
"6/18/2010","2,320.36"
"6/22/2010","2,328.45"
"6/23/2010","2,326.95"
"6/24/2010","2,300.69"
"6/25/2010","2,318.14"
"6/28/2010","2,292.21"
"6/29/2010","2,193.10"
"6/30/2010","2,185.01"
"7/1/2010","2,209.42"
"7/2/2010","2,217.08"
"7/5/2010","2,205.05"
"7/6/2010","2,210.91"
"7/7/2010","2,265.00"
"7/8/2010","2,289.50"
"7/12/2010","2,288.59"
"7/13/2010","2,305.14"
"7/14/2010","2,309.87"
"7/15/2010","2,306.95"
"7/16/2010","2,283.07"
"7/19/2010","2,302.98"
"7/20/2010","2,336.42"
"7/21/2010","2,327.35"
"7/22/2010","2,359.73"
"7/23/2010","2,375.20"
"7/26/2010","2,388.34"
"7/27/2010","2,387.33"
"7/28/2010","2,374.22"
"7/29/2010","2,405.47"
"7/30/2010","2,394.16"
"8/2/2010","2,454.79"
"8/3/2010","2,440.97"
"8/4/2010","2,455.72"
"8/5/2010","2,432.85"
"8/6/2010","2,425.33"
"8/9/2010","2,427.68"
"8/10/2010","2,402.44"
"8/11/2010","2,349.33"
"8/12/2010","2,366.49"
"8/13/2010","2,367.98"
"8/17/2010","2,435.65"
"8/18/2010","2,466.70"
"8/19/2010","2,429.28"
"8/20/2010","2,438.97"
"8/23/2010","2,368.63"
"8/24/2010","2,293.29"
"8/25/2010","2,331.13"
"8/26/2010","2,321.44"
"8/27/2010","2,349.07"
"8/30/2010","2,307.20"
"8/31/2010","2,336.89"
"9/1/2010","2,394.76"
"9/2/2010","2,415.92"
"9/3/2010","2,423.22"
"9/6/2010","2,437.93"
"9/7/2010","2,418.75"
"9/8/2010","2,419.92"
"9/9/2010","2,431.09"
"9/10/2010","2,436.77"
"9/13/2010","2,457.92"
"9/14/2010","2,442.83"
"9/15/2010","2,439.28"
"9/16/2010","2,447.07"
"9/17/2010","2,473.43"
"9/20/2010","2,533.29"
"9/21/2010","2,531.68"
"9/22/2010","2,531.64"
"9/23/2010","2,522.76"
"9/24/2010","2,577.74"
"9/27/2010","2,600.63"
"9/28/2010","2,651.19"
"9/29/2010","2,641.41"
"9/30/2010","2,643.42"
"10/1/2010","2,652.29"
"10/4/2010","2,624.62"
"10/5/2010","2,666.32"
"10/6/2010","2,661.82"
"10/7/2010","2,641.40"
"10/8/2010","2,699.49"
"10/12/2010","2,719.71"
"10/13/2010","2,729.54"
"10/14/2010","2,730.55"
"10/15/2010","2,735.47"
"10/18/2010","2,750.37"
"10/19/2010","2,727.92"
"10/20/2010","2,809.40"
"10/21/2010","2,820.28"
"10/22/2010","2,851.91"
"10/25/2010","2,916.55"
"10/26/2010","2,920.44"
"10/28/2010","2,954.86"
"10/29/2010","3,007.41"
"11/1/2010","3,076.90"
"11/2/2010","3,110.30"
"11/3/2010","3,205.79"
"11/4/2010","3,339.97"
"11/5/2010","3,352.33"
"11/8/2010","3,324.27"
"11/9/2010","3,305.76"
"11/10/2010","3,310.97"
"11/11/2010","3,340.65"
"11/12/2010","3,215.48"
"11/15/2010","3,270.78"
"11/16/2010","3,122.70"
"11/17/2010","3,164.40"
"11/18/2010","3,251.65"
"11/19/2010","3,260.80"
"11/23/2010","3,201.07"
"11/24/2010","3,283.42"
"11/25/2010","3,321.15"
"11/26/2010","3,302.88"
"11/29/2010","3,270.10"
"11/30/2010","3,261.49"
"12/1/2010","3,367.15"
"12/2/2010","3,434.40"
"12/3/2010","3,422.43"
"12/6/2010","3,456.47"
"12/7/2010","3,428.04"
"12/9/2010","3,368.73"
"12/10/2010","3,390.87"
"12/13/2010","3,418.87"
"12/14/2010","3,383.14"
"12/15/2010","3,289.50"
"12/16/2010","3,336.72"
"12/17/2010","3,403.08"
"12/20/2010","3,465.31"
"12/21/2010","3,442.95"
"12/22/2010","3,476.26"
"12/23/2010","3,476.42"
"12/27/2010","3,477.51"
"12/28/2010","3,494.90"
"12/29/2010","3,522.60"
"12/30/2010","3,523.59"
"1/3/2011","3,628.48"
"1/4/2011","3,613.73"
"1/5/2011","3,604.80"
"1/6/2011","3,603.44"
"1/7/2011","3,546.26"
"1/10/2011","3,540.59"
"1/11/2011","3,545.71"
"1/12/2011","3,601.45"
"1/13/2011","3,543.47"
"1/14/2011","3,539.06"
"1/17/2011","3,563.35"
"1/18/2011","3,613.81"
"1/19/2011","3,636.90"
"1/20/2011","3,664.82"
"1/21/2011","3,648.26"
"1/24/2011","3,631.80"
"1/25/2011","3,604.77"
"1/26/2011","3,642.20"
"1/27/2011","3,616.79"
"1/28/2011","3,583.11"
"1/31/2011","3,593.13"
"2/1/2011","3,635.26"
"2/2/2011","3,640.98"
"2/3/2011","3,639.33"
"2/4/2011","3,631.22"
"2/7/2011","3,559.72"
"2/8/2011","3,567.40"
"2/9/2011","3,505.68"
"2/10/2011","3,414.06"
"2/11/2011","3,460.04"
"2/14/2011","3,508.93"
"2/15/2011","3,490.21"
"2/16/2011","3,545.39"
"2/17/2011","3,538.38"
"2/18/2011","3,537.06"
"2/21/2011","3,515.45"
"2/22/2011","3,476.80"
"2/23/2011","3,429.08"
"2/24/2011","3,382.71"
"2/25/2011","3,435.44"
"2/28/2011","3,455.65"
"3/1/2011","3,426.86"
"3/2/2011","3,426.28"
"3/3/2011","3,474.97"
"3/4/2011","3,467.72"
"3/9/2011","3,457.52"
"3/10/2011","3,405.92"
"3/11/2011","3,403.51"
"3/14/2011","3,357.99"
"3/15/2011","3,263.27"
"3/16/2011","3,197.53"
"3/17/2011","3,260.82"
"3/18/2011","3,277.87"
"3/21/2011","3,332.95"
"3/22/2011","3,321.54"
"3/23/2011","3,348.83"
"3/28/2011","3,313.18"
"3/29/2011","3,324.19"
"3/30/2011","3,376.44"
"3/31/2011","3,388.03"
"4/1/2011","3,471.95"
"4/4/2011","3,513.34"
"4/5/2011","3,511.05"
"4/6/2011","3,503.99"
"4/7/2011","3,456.52"
"4/8/2011","3,480.39"
"4/11/2011","3,448.12"
"4/12/2011","3,401.55"
"4/13/2011","3,407.24"
"4/14/2011","3,381.57"
"4/15/2011","3,381.25"
"4/18/2011","3,300.98"
"4/19/2011","3,332.27"
"4/20/2011","3,413.94"
"4/25/2011","3,401.15"
"4/26/2011","3,374.20"
"4/27/2011","3,377.29"
"4/28/2011","3,375.96"
"4/29/2011","3,406.02"
"5/2/2011","3,395.64"
"5/3/2011","3,375.34"
"5/4/2011","3,352.22"
"5/5/2011","3,305.69"
"5/6/2011","3,315.84"
"5/9/2011","3,359.07"
"5/10/2011","3,422.12"
"5/11/2011","3,384.57"
"5/12/2011","3,389.73"
"5/13/2011","3,378.18"
"5/16/2011","3,372.21"
"5/17/2011","3,365.25"
"5/18/2011","3,388.75"
"5/19/2011","3,385.77"
"5/20/2011","3,383.79"
"5/23/2011","3,323.07"
"5/24/2011","3,282.41"
"5/26/2011","3,268.55"
"5/27/2011","3,265.82"
"5/30/2011","3,244.79"
"5/31/2011","3,250.91"
"6/1/2011","3,176.36"
"6/2/2011","3,150.34"
"6/3/2011","3,164.97"
"6/6/2011","3,122.08"
"6/7/2011","3,125.01"
"6/8/2011","3,123.29"
"6/9/2011","3,232.86"
"6/10/2011","3,227.77"
"6/13/2011","3,202.28"
"6/14/2011","3,265.62"
"6/15/2011","3,244.09"
"6/16/2011","3,235.00"
"6/17/2011","3,269.28"
"6/21/2011","3,330.02"
"6/22/2011","3,333.58"
"6/23/2011","3,313.88"
"6/24/2011","3,287.62"
"6/27/2011","3,314.71"
"6/28/2011","3,326.94"
"6/29/2011","3,353.82"
"6/30/2011","3,360.64"
"7/1/2011","3,396.00"
"7/4/2011","3,418.11"
"7/5/2011","3,430.18"
"7/6/2011","3,461.75"
"7/7/2011","3,487.21"
"7/8/2011","3,470.74"
"7/11/2011","3,396.20"
"7/12/2011","3,348.63"
"7/13/2011","3,356.44"
"7/14/2011","3,302.44"
"7/15/2011","3,326.57"
"7/18/2011","3,294.60"
"7/19/2011","3,324.99"
"7/20/2011","3,335.56"
"7/21/2011","3,366.91"
"7/22/2011","3,356.35"
"7/25/2011","3,330.88"
"7/26/2011","3,368.64"
"7/27/2011","3,270.62"
"7/28/2011","3,270.97"
"7/29/2011","3,321.85"
"8/1/2011","3,336.21"
"8/2/2011","3,316.48"
"8/3/2011","3,308.75"
"8/4/2011","3,109.86"
"8/5/2011","3,067.61"
"8/8/2011","2,738.41"
"8/9/2011","2,864.02"
"8/10/2011","2,809.75"
"8/11/2011","2,949.01"
"8/12/2011","2,966.99"
"8/15/2011","2,989.67"
"8/16/2011","2,983.62"
"8/17/2011","2,993.83"
"8/18/2011","2,870.49"
"8/19/2011","2,825.38"
"8/23/2011","2,895.63"
"8/24/2011","2,908.48"
"8/25/2011","2,865.76"
"8/26/2011","2,883.89"
"8/29/2011","2,943.25"
"8/30/2011","2,960.00"
"8/31/2011","2,964.79"
"9/1/2011","2,927.09"
"9/2/2011","2,872.11"
"9/5/2011","2,783.34"
"9/6/2011","2,816.83"
"9/7/2011","2,876.69"
"9/8/2011","2,832.43"
"9/9/2011","2,753.22"
"9/12/2011","2,688.06"
"9/13/2011","2,705.89"
"9/14/2011","2,750.11"
"9/15/2011","2,771.28"
"9/16/2011","2,750.33"
"9/19/2011","2,716.78"
"9/20/2011","2,717.15"
"9/21/2011","2,630.91"
"9/22/2011","2,480.76"
"9/23/2011","2,482.63"
"9/26/2011","2,504.95"
"9/27/2011","2,555.94"
"9/28/2011","2,514.56"
"9/29/2011","2,518.07"
"9/30/2011","2,463.63"
"10/3/2011","2,291.68"
"10/4/2011","2,286.73"
"10/5/2011","2,309.43"
"10/6/2011","2,360.82"
"10/7/2011","2,325.95"
"10/11/2011","2,429.56"
"10/12/2011","2,539.08"
"10/13/2011","2,596.64"
"10/14/2011","2,717.05"
"10/17/2011","2,677.10"
"10/18/2011","2,732.57"
"10/19/2011","2,735.15"
"10/20/2011","2,737.72"
"10/21/2011","2,797.53"
"10/24/2011","2,861.82"
"10/25/2011","2,850.53"
"10/26/2011","2,880.78"
"10/27/2011","3,005.52"
"10/28/2011","3,015.22"
"10/31/2011","2,905.54"
"11/1/2011","2,762.03"
"11/2/2011","2,689.31"
"11/3/2011","2,782.87"
"11/4/2011","2,761.36"
"11/7/2011","2,747.55"
"11/8/2011","2,792.83"
"11/9/2011","2,676.44"
"11/10/2011","2,693.62"
"11/11/2011","2,751.67"
"11/14/2011","2,676.91"
"11/15/2011","2,679.19"
"11/16/2011","2,625.93"
"11/17/2011","2,519.01"
"11/18/2011","2,528.04"
"11/21/2011","2,454.00"
"11/22/2011","2,483.13"
"11/23/2011","2,410.76"
"11/24/2011","2,426.09"
"11/25/2011","2,426.00"
"11/29/2011","2,452.04"
"11/30/2011","2,562.85"
"12/1/2011","2,609.14"
"12/2/2011","2,629.63"
"12/5/2011","2,640.09"
"12/6/2011","2,615.58"
"12/7/2011","2,558.11"
"12/12/2011","2,485.41"
"12/13/2011","2,474.80"
"12/14/2011","2,408.43"
"12/15/2011","2,401.43"
"12/16/2011","2,433.40"
"12/19/2011","2,400.33"
"12/20/2011","2,442.27"
"12/21/2011","2,440.87"
"12/22/2011","2,456.34"
"12/27/2011","2,457.37"
"12/28/2011","2,425.98"
"12/29/2011","2,462.63"
"1/3/2012","2,568.20"
"1/4/2012","2,715.46"
"1/5/2012","2,715.19"
"1/6/2012","2,769.75"
"1/9/2012","2,780.51"
"1/10/2012","2,833.23"
"1/11/2012","2,825.73"
"1/12/2012","2,819.99"
"1/13/2012","2,753.52"
"1/16/2012","2,754.57"
"1/17/2012","2,784.90"
"1/18/2012","2,862.24"
"1/19/2012","2,882.14"
"1/20/2012","2,867.59"
"1/23/2012","2,885.62"
"1/24/2012","2,898.35"
"1/25/2012","2,914.93"
"1/26/2012","2,908.70"
"1/27/2012","2,831.58"
"1/30/2012","2,770.83"
"1/31/2012","2,787.17"
"2/1/2012","2,837.06"
"2/2/2012","2,817.65"
"2/3/2012","2,810.57"
"2/6/2012","2,806.64"
"2/7/2012","2,769.56"
"2/8/2012","2,720.15"
"2/9/2012","2,749.00"
"2/10/2012","2,721.89"
"2/13/2012","2,757.51"
"2/14/2012","2,725.17"
"2/15/2012","2,725.47"
"2/16/2012","2,767.66"
"2/17/2012","2,798.83"
"2/22/2012","2,838.62"
"2/23/2012","2,818.09"
"2/24/2012","2,762.61"
"2/28/2012","2,682.09"
"2/29/2012","2,648.22"
"3/1/2012","2,748.75"
"3/2/2012","2,757.30"
"3/5/2012","2,690.58"
"3/6/2012","2,651.60"
"3/7/2012","2,684.19"
"3/8/2012","2,683.96"
"3/9/2012","2,665.20"
"3/12/2012","2,642.21"
"3/13/2012","2,711.94"
"3/14/2012","2,709.60"
"3/15/2012","2,744.09"
"3/16/2012","2,765.22"
"3/19/2012","2,757.20"
"3/21/2012","2,718.83"
"3/22/2012","2,673.78"
"3/23/2012","2,711.87"
"3/26/2012","2,691.76"
"3/27/2012","2,691.98"
"3/28/2012","2,684.18"
"3/29/2012","2,658.74"
"3/30/2012","2,678.40"
"4/3/2012","2,605.50"
"4/4/2012","2,557.46"
"4/9/2012","2,522.18"
"4/10/2012","2,497.05"
"4/11/2012","2,503.90"
"4/12/2012","2,562.68"
"4/13/2012","2,502.08"
"4/16/2012","2,459.56"
"4/17/2012","2,421.01"
"4/18/2012","2,357.67"
"4/19/2012","2,352.83"
"4/20/2012","2,338.48"
"4/23/2012","2,309.85"
"4/24/2012","2,311.18"
"4/25/2012","2,277.08"
"4/26/2012","2,270.81"
"4/27/2012","2,271.86"
"5/2/2012","2,241.71"
"5/3/2012","2,195.22"
"5/4/2012","2,211.02"
"5/7/2012","2,248.37"
"5/8/2012","2,384.26"
"5/9/2012","2,335.01"
"5/10/2012","2,307.04"
"5/11/2012","2,304.61"
"5/14/2012","2,234.38"
"5/15/2012","2,214.05"
"5/16/2012","2,160.44"
"5/17/2012","2,121.52"
"5/18/2012","2,134.85"
"5/21/2012","2,193.71"
"5/22/2012","2,239.24"
"5/23/2012","2,288.60"
"5/24/2012","2,340.26"
"5/28/2012","2,354.31"
"5/29/2012","2,314.24"
"5/30/2012","2,264.92"
"5/31/2012","2,256.74"
"6/1/2012","2,215.18"
"6/4/2012","2,210.41"
"6/5/2012","2,199.97"
"6/6/2012","2,221.52"
"6/7/2012","2,227.58"
"6/8/2012","2,198.48"
"6/11/2012","2,179.53"
"6/12/2012","2,178.26"
"6/13/2012","2,151.14"
"6/14/2012","2,190.82"
"6/15/2012","2,273.02"
"6/18/2012","2,269.79"
"6/19/2012","2,351.53"
"6/21/2012","2,311.43"
"6/22/2012","2,341.49"
"6/25/2012","2,287.84"
"6/26/2012","2,276.42"
"6/27/2012","2,279.52"
"6/28/2012","2,268.11"
"6/29/2012","2,346.68"
"7/2/2012","2,369.22"
"7/3/2012","2,413.80"
"7/4/2012","2,426.56"
"7/5/2012","2,381.00"
"7/6/2012","2,383.69"
"7/10/2012","2,317.34"
"7/11/2012","2,361.96"
"7/12/2012","2,350.96"
"7/13/2012","2,381.38"
"7/16/2012","2,385.09"
"7/17/2012","2,403.60"
"7/18/2012","2,496.67"
"7/19/2012","2,502.54"
"7/20/2012","2,459.41"
"7/23/2012","2,436.79"
"7/24/2012","2,387.77"
"7/25/2012","2,398.82"
"7/26/2012","2,433.29"
"7/27/2012","2,435.96"
"7/30/2012","2,420.41"
"7/31/2012","2,400.31"
"8/1/2012","2,399.58"
"8/2/2012","2,375.64"
"8/3/2012","2,396.78"
"8/6/2012","2,422.92"
"8/7/2012","2,451.69"
"8/8/2012","2,458.81"
"8/9/2012","2,381.22"
"8/10/2012","2,410.85"
"8/13/2012","2,430.37"
"8/14/2012","2,420.26"
"8/15/2012","2,440.35"
"8/16/2012","2,483.42"
"8/17/2012","2,459.95"
"8/21/2012","2,441.23"
"8/22/2012","2,435.70"
"8/23/2012","2,442.52"
"8/24/2012","2,458.81"
"8/27/2012","2,460.72"
"8/28/2012","2,447.26"
"8/29/2012","2,445.44"
"8/30/2012","2,424.03"
"8/31/2012","2,408.38"
"9/3/2012","2,402.56"
"9/4/2012","2,379.30"
"9/5/2012","2,382.25"
"9/6/2012","2,405.14"
"9/7/2012","2,381.96"
"9/10/2012","2,371.61"
"9/11/2012","2,406.52"
"9/12/2012","2,436.23"
"9/13/2012","2,508.71"
"9/14/2012","2,543.86"
"9/17/2012","2,479.24"
"9/18/2012","2,491.82"
"9/19/2012","2,493.85"
"9/20/2012","2,500.79"
"9/21/2012","2,531.75"
"9/25/2012","2,533.42"
"9/26/2012","2,461.01"
"9/27/2012","2,494.18"
"9/28/2012","2,451.73"
"10/1/2012","2,458.46"
"10/2/2012","2,464.74"
"10/3/2012","2,455.81"
"10/4/2012","2,469.42"
"10/5/2012","2,485.76"
"10/9/2012","2,435.14"
"10/10/2012","2,387.81"
"10/11/2012","2,417.62"
"10/12/2012","2,400.13"
"10/15/2012","2,405.08"
"10/16/2012","2,427.33"
"10/17/2012","2,471.54"
"10/18/2012","2,455.93"
"10/19/2012","2,428.05"
"10/22/2012","2,457.16"
"10/23/2012","2,368.96"
"10/24/2012","2,377.79"
"10/25/2012","2,376.49"
"10/26/2012","2,380.33"
"10/29/2012","2,332.80"
"10/30/2012","2,320.57"
"10/31/2012","2,323.39"
"11/1/2012","2,350.33"
"11/2/2012","2,395.13"
"11/5/2012","2,394.85"
"11/7/2012","2,370.19"
"11/8/2012","2,401.84"
"11/9/2012","2,390.05"
"11/12/2012","2,394.51"
"11/13/2012","2,354.05"
"11/14/2012","2,320.69"
"11/15/2012","2,322.27"
"11/16/2012","2,283.09"
"11/19/2012","2,295.33"
"11/20/2012","2,295.59"
"11/21/2012","2,319.70"
"11/22/2012","2,242.40"
"11/23/2012","2,339.92"
"11/27/2012","2,328.88"
"11/28/2012","2,327.50"
"11/29/2012","2,408.17"
"11/30/2012","2,419.30"
"12/3/2012","2,419.68"
"12/4/2012","2,458.95"
"12/5/2012","2,470.04"
"12/6/2012","2,450.03"
"12/7/2012","2,480.03"
"12/10/2012","2,520.28"
"12/11/2012","2,558.76"
"12/12/2012","2,610.90"
"12/13/2012","2,610.03"
"12/14/2012","2,696.98"
"12/17/2012","2,759.19"
"12/18/2012","2,871.32"
"12/19/2012","2,843.96"
"12/20/2012","2,860.08"
"12/21/2012","2,786.40"
"12/26/2012","2,827.96"
"12/27/2012","2,839.14"
"12/28/2012","2,854.29"
"1/2/2013","2,952.87"
"1/3/2013","2,975.24"
"1/4/2013","2,996.28"
"1/7/2013","2,993.23"
"1/8/2013","3,018.00"
"1/9/2013","3,071.83"
"1/10/2013","3,114.20"
"1/11/2013","3,107.66"
"1/14/2013","3,095.40"
"1/15/2013","3,082.40"
"1/16/2013","3,134.00"
"1/17/2013","3,168.54"
"1/18/2013","3,197.35"
"1/21/2013","3,250.39"
"1/22/2013","3,306.20"
"1/23/2013","3,300.86"
"1/24/2013","3,316.25"
"1/25/2013","3,339.77"
"1/28/2013","3,342.10"
"1/29/2013","3,470.15"
"1/30/2013","3,462.42"
"2/1/2013","3,531.46"
"2/4/2013","3,428.69"
"2/5/2013","3,357.90"
"2/6/2013","3,290.01"
"2/7/2013","3,302.97"
"2/8/2013","3,279.96"
"2/13/2013","3,307.80"
"2/14/2013","3,303.79"
"2/15/2013","3,295.42"
"2/18/2013","3,264.00"
"2/19/2013","3,268.77"
"2/21/2013","3,124.37"
"2/22/2013","3,138.28"
"2/25/2013","3,124.64"
"2/26/2013","3,119.61"
"2/27/2013","3,158.92"
"2/28/2013","3,048.55"
"3/1/2013","3,099.71"
"3/4/2013","3,140.30"
"3/5/2013","3,193.15"
"3/6/2013","3,233.53"
"3/7/2013","3,328.19"
"3/8/2013","3,324.89"
"3/12/2013","3,386.49"
"3/13/2013","3,461.19"
"3/14/2013","3,499.25"
"3/15/2013","3,488.76"
"3/18/2013","3,446.55"
"3/19/2013","3,419.26"
"3/20/2013","3,485.13"
"3/21/2013","3,489.99"
"3/22/2013","3,430.17"
"3/25/2013","3,404.90"
"3/26/2013","3,417.32"
"3/27/2013","3,380.78"
"4/3/2013","3,305.97"
"4/4/2013","3,297.13"
"4/5/2013","3,312.80"
"4/8/2013","3,379.39"
"4/9/2013","3,474.78"
"4/10/2013","3,462.73"
"4/11/2013","3,487.72"
"4/12/2013","3,463.49"
"4/15/2013","3,403.12"
"4/16/2013","3,473.40"
"4/17/2013","3,425.03"
"4/18/2013","3,413.86"
"4/19/2013","3,444.49"
"4/22/2013","3,530.40"
"4/23/2013","3,569.25"
"4/24/2013","3,603.42"
"4/25/2013","3,685.62"
"4/26/2013","3,734.24"
"4/29/2013","3,814.72"
"4/30/2013","3,845.94"
"5/2/2013","3,843.16"
"5/3/2013","3,888.10"
"5/6/2013","3,948.40"
"5/7/2013","4,029.99"
"5/8/2013","4,038.23"
"5/9/2013","3,863.19"
"5/10/2013","3,712.51"
"5/13/2013","3,581.78"
"5/14/2013","3,510.11"
"5/15/2013","3,720.91"
"5/16/2013","3,706.71"
"5/17/2013","3,694.74"
"5/20/2013","3,674.86"
"5/21/2013","3,637.76"
"5/22/2013","3,547.74"
"5/23/2013","3,557.55"
"5/24/2013","3,509.72"
"5/27/2013","3,530.91"
"5/28/2013","3,421.56"
"5/29/2013","3,474.06"
"5/30/2013","3,514.60"
"5/31/2013","3,489.43"
"6/3/2013","3,485.97"
"6/4/2013","3,442.47"
"6/5/2013","3,423.19"
"6/6/2013","3,450.80"
"6/7/2013","3,449.68"
"6/10/2013","3,413.77"
"6/11/2013","3,342.63"
"6/12/2013","3,237.06"
"6/13/2013","3,244.04"
"6/14/2013","3,199.92"
"6/17/2013","3,100.35"
"6/18/2013","3,047.99"
"6/19/2013","3,070.86"
"6/24/2013","3,021.16"
"6/25/2013","3,013.15"
"6/26/2013","2,966.51"
"6/27/2013","2,941.08"
"6/28/2013","2,976.27"
"7/1/2013","3,019.82"
"7/2/2013","2,994.08"
"7/3/2013","3,023.05"
"7/4/2013","3,096.11"
"7/5/2013","3,063.69"
"7/8/2013","3,127.66"
"7/10/2013","3,127.22"
"7/11/2013","3,232.07"
"7/12/2013","3,226.38"
"7/15/2013","3,348.98"
"7/16/2013","3,394.28"
"7/17/2013","3,475.70"
"7/18/2013","3,376.89"
"7/19/2013","3,410.14"
"7/22/2013","3,450.45"
"7/23/2013","3,462.06"
"7/24/2013","3,463.48"
"7/25/2013","3,426.44"
"7/26/2013","3,423.19"
"7/29/2013","3,384.17"
"7/30/2013","3,336.74"
"7/31/2013","3,357.86"
"8/1/2013","3,431.79"
"8/2/2013","3,458.79"
"8/5/2013","3,453.13"
"8/6/2013","3,469.23"
"8/7/2013","3,546.29"
"8/8/2013","3,582.23"
"8/9/2013","3,615.11"
"8/12/2013","3,668.83"
"8/13/2013","3,764.31"
"8/14/2013","3,883.24"
"8/15/2013","3,865.11"
"8/16/2013","3,815.29"
"8/20/2013","3,850.73"
"8/21/2013","3,852.43"
"8/22/2013","3,943.48"
"8/23/2013","3,903.21"
"8/26/2013","3,898.30"
"8/27/2013","3,848.02"
"8/28/2013","3,925.31"
"8/29/2013","3,922.35"
"8/30/2013","3,935.89"
"9/2/2013","3,974.53"
"9/3/2013","4,056.35"
"9/4/2013","4,094.92"
"9/5/2013","4,175.82"
"9/6/2013","4,181.58"
"9/9/2013","4,368.36"
"9/10/2013","4,517.77"
"10/10/13","5.165,46"
"11/10/13","5.241,88"
"15/10/2013","5.285,28"
"16/10/2013","5.256,79"
"17/10/2013","5.386,17"
"18/10/2013","5.465,85"
"21/10/2013","5.662,26"
"22/10/2013","5.640,99"
